entry,name,signature,status,chunk
"63743780","fftwf_ops_madd2","undefined fftwf_ops_madd2(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637437e0","fftwf_pickdim","undefined fftwf_pickdim(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63743ac0","fftwf_mkplan","undefined fftwf_mkplan(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63743b00","fftwf_plan_destroy_internal","undefined fftwf_plan_destroy_internal(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63743b30","fftwf_plan_null_destroy","undefined fftwf_plan_null_destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63743b40","fftwf_plan_awake","undefined fftwf_plan_awake(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63743b60","register_solver","undefined register_solver(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63743c40","htab_lookup","undefined htab_lookup(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63743dc0","hgrow","undefined hgrow(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63743fa0","htab_insert","undefined htab_insert(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637442d0","imprt","undefined imprt(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637447d0","forget","undefined forget(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637448a0","exprt","undefined exprt(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63744a10","search0.isra.13","undefined search0.isra.13(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63744ed0","mkplan","undefined mkplan(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745450","fftwf_iestimate_cost","undefined fftwf_iestimate_cost(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745490","fftwf_mkplanner","undefined fftwf_mkplanner(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745600","fftwf_planner_destroy","undefined fftwf_planner_destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745680","fftwf_mkplan_d","undefined fftwf_mkplan_d(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637456b0","fftwf_mkplan_f_d","undefined fftwf_mkplan_f_d(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745750","fftwf_safe_mulmod","undefined fftwf_safe_mulmod(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637457c0","fftwf_power_mod","undefined fftwf_power_mod(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745930","fftwf_find_generator","undefined fftwf_find_generator(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745bd0","fftwf_first_divisor","undefined fftwf_first_divisor(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745c50","fftwf_is_prime","undefined fftwf_is_prime(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745cd0","fftwf_next_prime","undefined fftwf_next_prime(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745d50","fftwf_factors_into","undefined fftwf_factors_into(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745da0","fftwf_isqrt","undefined fftwf_isqrt(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745de0","fftwf_choose_radix","undefined fftwf_choose_radix(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745ed0","fftwf_modulo","undefined fftwf_modulo(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745f00","fftwf_factors_into_small_primes","undefined fftwf_factors_into_small_primes(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63745f50","vprint","undefined vprint(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746410","print","undefined print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746440","fftwf_mkprinter","undefined fftwf_mkprinter(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746490","fftwf_printer_destroy","undefined fftwf_printer_destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637464b0","unsolvable_destroy","undefined unsolvable_destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637464c0","unsolvable_print","undefined unsolvable_print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637464d0","unsolvable_hash","undefined unsolvable_hash(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637464e0","unsolvable_zero","undefined unsolvable_zero(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637464f0","fftwf_mkproblem","undefined fftwf_mkproblem(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746510","fftwf_problem_destroy","undefined fftwf_problem_destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746530","fftwf_mkproblem_unsolvable","undefined fftwf_mkproblem_unsolvable(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746540","fftwf_rader_tl_insert","undefined fftwf_rader_tl_insert(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746590","fftwf_rader_tl_find","undefined fftwf_rader_tl_find(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637465d0","fftwf_rader_tl_delete","undefined fftwf_rader_tl_delete(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746640","getlong","undefined getlong(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746730","vscan","undefined vscan(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637468e0","scan","undefined scan(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746910","fftwf_mkscanner","undefined fftwf_mkscanner(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746950","fftwf_scanner_destroy","undefined fftwf_scanner_destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746960","fftwf_mksolver","undefined fftwf_mksolver(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746980","fftwf_solver_use","undefined fftwf_solver_use(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746990","fftwf_solver_destroy","undefined fftwf_solver_destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637469d0","fftwf_solver_register","undefined fftwf_solver_register(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637469e0","fftwf_solvtab_exec","undefined fftwf_solvtab_exec(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746a30","fftwf_mkstride","undefined fftwf_mkstride(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746b10","fftwf_stride_destroy","undefined fftwf_stride_destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746b20","fftwf_mktensor","undefined fftwf_mktensor(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746b70","fftwf_tensor_destroy","undefined fftwf_tensor_destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746b80","fftwf_tensor_sz","undefined fftwf_tensor_sz(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746cc0","fftwf_tensor_md5","undefined fftwf_tensor_md5(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746d30","fftwf_tensor_tornk1","undefined fftwf_tensor_tornk1(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746d70","fftwf_tensor_print","undefined fftwf_tensor_print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746e20","fftwf_mktensor_0d","undefined fftwf_mktensor_0d(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746e30","fftwf_mktensor_1d","undefined fftwf_mktensor_1d(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746e60","fftwf_mktensor_2d","undefined fftwf_mktensor_2d(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746eb0","fftwf_mktensor_3d","undefined fftwf_mktensor_3d(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746f20","fftwf_mktensor_4d","undefined fftwf_mktensor_4d(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63746fc0","fftwf_mktensor_5d","undefined fftwf_mktensor_5d(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747080","fftwf_tensor_max_index","undefined fftwf_tensor_max_index(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747100","fftwf_tensor_min_istride","undefined fftwf_tensor_min_istride(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747170","fftwf_tensor_min_ostride","undefined fftwf_tensor_min_ostride(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637471e0","fftwf_tensor_min_stride","undefined fftwf_tensor_min_stride(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637472a0","fftwf_tensor_inplace_strides","undefined fftwf_tensor_inplace_strides(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637472f0","fftwf_tensor_inplace_strides2","undefined fftwf_tensor_inplace_strides2(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747370","fftwf_tensor_strides_decrease","undefined fftwf_tensor_strides_decrease(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747440","fftwf_tensor_copy","undefined fftwf_tensor_copy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637474a0","fftwf_tensor_copy_inplace","undefined fftwf_tensor_copy_inplace(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747560","fftwf_tensor_copy_except","undefined fftwf_tensor_copy_except(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747620","fftwf_tensor_copy_sub","undefined fftwf_tensor_copy_sub(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747690","fftwf_tensor_append","undefined fftwf_tensor_append(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747760","compare_by_istride","undefined compare_by_istride(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637477a0","fftwf_dimcmp","undefined fftwf_dimcmp(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747880","fftwf_tensor_compress_contiguous.part.1","undefined fftwf_tensor_compress_contiguous.part.1(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747ab0","fftwf_tensor_compress","undefined fftwf_tensor_compress(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747b70","fftwf_tensor_compress_contiguous","undefined fftwf_tensor_compress_contiguous(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747ba0","fftwf_tensor_split","undefined fftwf_tensor_split(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747be0","fftwf_tensor_equal","undefined fftwf_tensor_equal(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747c70","fftwf_tensor_inplace_locations","undefined fftwf_tensor_inplace_locations(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747dc0","fftwf_tensor_destroy2","undefined fftwf_tensor_destroy2(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747de0","fftwf_tensor_destroy4","undefined fftwf_tensor_destroy4(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747e20","fftwf_tensor_kosherp","undefined fftwf_tensor_kosherp(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747e70","fftwf_tile2d","undefined fftwf_tile2d(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747f60","fftwf_compute_tilesz","undefined fftwf_compute_tilesz(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747f80","fftwf_get_crude_time","undefined fftwf_get_crude_time(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63747fa0","fftwf_elapsed_since","undefined fftwf_elapsed_since(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63748010","fftwf_measure_execution_time","undefined fftwf_measure_execution_time(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63748250","dotile","undefined dotile(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637488d0","transpose_rec","undefined transpose_rec(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63748950","dotile_buf","undefined dotile_buf(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63748ac0","fftwf_transpose","undefined fftwf_transpose(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63748fd0","fftwf_transpose_tiled","undefined fftwf_transpose_tiled(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637490a0","fftwf_transpose_tiledbuf","undefined fftwf_transpose_tiledbuf(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63749180","cexpl_sqrtn_table","undefined cexpl_sqrtn_table(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63749200","rotate_sqrtn_table","undefined rotate_sqrtn_table(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637492c0","cexp_zero","undefined cexp_zero(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637492d0","cexpl_zero","undefined cexpl_zero(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637492e0","cexp_generic","undefined cexp_generic(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63749310","rotate_generic","undefined rotate_generic(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
