entry,name,signature,status,chunk
"18000ee40","SetRXAANRRun","undefined SetRXAANRRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000ef30","SetRXAANRVals","undefined SetRXAANRVals(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f000","SetRXAANRTaps","undefined SetRXAANRTaps(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f090","SetRXAANRDelay","undefined SetRXAANRDelay(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f120","SetRXAANRGain","undefined SetRXAANRGain(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f1d0","SetRXAANRLeakage","undefined SetRXAANRLeakage(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f280","SetRXAANRPosition","undefined SetRXAANRPosition(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f320","SetRXASPCWSelection","undefined SetRXASPCWSelection(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f4f0","SetRXASPCWRun","undefined SetRXASPCWRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f540","SetRXASPCWFreq","undefined SetRXASPCWFreq(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f5a0","SetRXASPCWBandwidth","undefined SetRXASPCWBandwidth(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f610","SetRXASPCWGain","undefined SetRXASPCWGain(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f720","FUN_18000f720","undefined FUN_18000f720(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f830","FUN_18000f830","undefined FUN_18000f830(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f8d0","FUN_18000f8d0","undefined FUN_18000f8d0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000f990","FUN_18000f990","undefined FUN_18000f990(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000fa50","SetRXABandpassRun","undefined SetRXABandpassRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000fab0","SetRXABandpassFreqs","undefined SetRXABandpassFreqs(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000fc20","SetRXABandpassWindow","undefined SetRXABandpassWindow(void)","OK","wdsp.dll.decompiled.part-0001.c"
